source,reference,translation
"Saiu para o pátio, chorando muito dolorosamente","Osem okarype, oîase'o-asy-katûabo","Osê okápe, osapukái asy."
arrancando sua orelha,i nambi mondoka,oipe'áva inhakãme
É no final da missa que entras sempre?,Missa mondykápe épe ereîké îepi?,Ha'e pe misa pahápe reike jepi?
"Odeiam-te, expulsar-te-ão","Nde reroŷrõ, nde mombóne",Ha'ekuéra ndaija'éi nde rehe.
Eis que esses meus valentões sabem assassinar,Kó a'e xe kyre'ymbaba oîkuá morapiti,Ko'ã che py'aguapýva oikuaa mba'éichapa ojuka
licor de aipim,aîpi 'y,mba'yrumýi
mortandade de gente,mbaba,tapichakuéra nhemano
Isso é muito difícil!,Iîabaíbeté aîpó!,Upéva ijetuʼueterei!
Vou como catador de madeira,Asó ybyrá piaramo,Ahóta yvyra ho'u haĝua
"Não querendo comer, venho",Na mba'e 'u potá ruã aîur,"Ndaipotái ho'u, aju"
Havemos de chegar ao céu,T'orobasẽne ybakype,Jahupytýta yvágape
"Por isso mesmo as malditas correm, insultando-se muito umas às outras",Nd'e'i te'e moxy onhana oîoa'o-marangatûabo,"Upévare umi maldición oguata, onhe'ẽ vai ojuehe."
"Tocaste nas tuas pudendas, abrindo-lhes a pele?",Erepokokype nde rapopé resé i pipekábo?,¿Ndépa renhemombaʼeguasu vaʼekue umi mbaʼe rejapóvare?
Amainei a vela,Aroîyb aoba,Ahendúma kuarahýre
o assar do pão,miapé îyba,pe pan nhembosako'i
Vejo meu reflexo,Anhe'angepîak,Ahecha che rechaukaha
convés da embarcação,ygara rokabytera,Ta'angambyrýpe
Podei-a,Aî'ybab,Ahupyty chupe
Irritam completamente as pessoas,Oporoîrarõ mbá,Ovy'aite hikuái tapichápe
"São muitos os não conhecidos que Deus somente, o criador deles, conhece",Se'yî i kuabypyre'yma Tupã i monhangara remingûaba nhõ,"Heta mba'e ndoikuaáiva, Tupã Nhandejára anhoite oikuaa, ha'e voi ojapo va'ekue chupekuéra."
Em que parte do corpo ele o flechou?,I mba'epepe i nhybõû?,¿Mba'épepa ojuka chupe?
Dói-me a cabeça,Sasy xe akanga xe suí,Che akã hasy
Para outra coisa que não o pássaro a flecha foi,Gûyrá taté u'uba sóû,Mba'eve ndaha'evéigui pe guyra michĩva
muitas coisas miúdas,ta'yrĩ-rĩ,Heta mba'e mitâkunha
"Pois, se um homem guarda seu próprio filho, quanto mais Deus compadecer-se-á de nós","Abá abiã é o a'yra ogûerekó-katu, memetipó Tupã asé raûsubáne","Anhetehápe, peteĩ kuimba'e onhangarekóramo ita'ýrape, ¿mba'evépa tuichave Nhandejára oiporiahuvereko nhanderehe?"
"""ajuntamento de ostras"", nome de um lugar",Rerityba,"""octra nhembyaty"", tenda réra"
"Vem, coisa fedorenta, coisa nojenta, tamarutaca!","Eîori, mba'enem, mba'e-poxy, tamarutaka!","Eju, mba'e ryakuã vai, mba'e ryakuã vai, tamaruta!"
"A gente mesma acovarda-se, consentindo-o",Asé aé oîemoabangá i mborypa,"Nhande voi jajepy'apyeterei, nhame'ẽ chupe"
certamente! sem dúvida! assim é! tem razão! é verdade!,anhẽ rakó!,"Anhetehápe ha'e peẽme, ha'e hína pe anhetegua."
"Matá-lo-ei futuramente, com certeza",Aîuká ipó irãne,"Amo ipahápe, anhetehápe, ajapóta upéva."
remanso d'água,y-îebyra,y rembe'ýgui
"Será que estais sossegados, como os que não vêem a morte?",Pe apysykĩ serã peîkóbo te'õ repîakare'yma rame'ĩ?,"¿Mba'e piko peiko py'aguapýpe, umi ndohecháiva nhemano?"
Eu lhe pelo o couro cabeludo,Aî'apirabo'o,Ha'e ramo ha'e va'e kuery ha'e javi 'i.
gargalo fino,anhurĩ,mba'yrumýi
Por isso mesmo o ladrão é o que deve ser enforcado como pena de seus roubos passados,Nd'e'i te'e abá mondá iî aîubykypyramo oîkóbo o mondarõagûera repyramo nhẽ,Upévare pe mondaha ha'e va'erã ojejukava'erã hembiapo vaikue reheve.
cocho de porcos,taîasu remi'uru,ka'avo nhúre
Durmo com roupa,Aroker aoba,Aikórõ ao rehe
Queres teu batismo?,Ereîpotápe nde nhemoîasuka?,¿Reipotápa rejevautisa?
Fi-la engravidar,Aîmomburu'a,Aimo'ã chupe hyeguasu
Fazendo vir à tona seus atos escondidos,Sekó-nhemima monduîa,Oikuaaukávo hembiapo vaikue
Hei de me embebedar para perder o juízo,T'asabeypóne 'ara mokanhema,Ahepyme'ẽ va'erã anhemondýi haguã
"Os que não criam nele trabalharam em conjunto, ficando a flechá-lo","Serobîasare'yma potyrõû, iî ybõîybõmo","Umi ndojeroviáiva hese omba'apo joajúpe, ojuka ichupe."
Suas palavras ásperas não cessam,I nhe'engasy n'opabi,Inhe'ẽ vaiete ndopytu'úi
Estou bem Aûîé aîkó - Estou bem,Aûîé aîub,Aûîé aïko - Aûîé aïko - Aïko
Muito bem! Hei de ser castelhano,Aûîé nipó! Kasianamo t'aîkó,Ha'e va'erã castellano.
"Os chefes velhos falam sempre a eles, repreendendo-os, censurando-os","Morubixaba tuîba'e onhe'eng memẽ i xupé, senonhena, i akakapa","Mburuvichakuéra ymaite guive onhe'ẽ hesekuéra, omomba'eguasu, omomba'eguasu"
braço de rio,y-akã,ysyry rembe'ýpe
Vem para persegui-lo,Eîori i momosema,Ha'e ou omoirũ haguã chupe
"a saída do sol, o nascer do sol",kûarasy sembaba,"Kuarahy resẽ, kuarahy resẽ"
"Acredita, meu padrinho, hão de te apresar hoje","Erobîá, xe rubangab, ta nde moembiá kori","Ejerovia, che padrino, ha'ekuéra orekóta ndéve ko árape"
Nossas casas estão estabelecidas uma junto da outra,Xe apyri tuî - Ele mora a meu lado O îoapyri oré roka ruî,Ore róga onhemopu'ã ojuehe
"Fugiram dele, deixando-o","Oîabab i xuí, seîá","Osê hikuái chugui, ohejávo chupe"
"Após acabar o mundo, fá-los-á voltar a viver","Ara pab'iré, i moingobeîebyri-ne","Ohasávo ko yvy, omoingove jeýta chupekuéra."
Rapamos nesta medida,Nãmo oroapin,Jajajajajajajajajajajaja
Trouxe todos,Aru-pab,Ahupyty opavavépe
ajuntamento de canas-de-flecha,u'ubá-tyba,Nhembyaty yvyra michĩva
as juntas da cabeça,akanga îepotasaba,Tape nhembyaty
Sou diferente,Aîkoé,Che inhambue
Confessando a gente,Asé monhemombegûabo,Ha ja'e ramo
Tu outrora me salvaste,Nde erimba'e xe pysyrõ îepé,Renhangareko va'ekue che rehe
Andei sumido,Akanhẽ-kanhem,Ahávo anhehundi
Vou buscar água,A'ypîasó,Agueru y.
minha herança,xe potaba,che herencia
É o modo de ser deles?,Sekoaba nhẽpe?,¿Mba'éichapa ha'ekuéra oiko?
Que amemos nosso pai,T'orosaûsu îandé ruba,Jahayhu haguã nhande ru
Vou à caça,Ka'abo asó,Aháta nhamboja
Que ele fique dentro de vós como fica com seu estado de feto no ventre de sua mãe,"O sy rygépe o pitanga reropytá îabé, t'opytá pe pupé",Ha'e toiko nde pype mba'éicha oiko imembýpe nde sy ryepýpe
Enfim de volta!,Irõ bé!,¡Anhetehápe ou jey!
"Por que vieste, ó meu muito amado?",Mba'e resépe ereîur xe remiaûsukatu gûi?,"Mba'ére piko reju, che mborayhu?"
"Herodes teria entregado este à morte, conhecendo suas maldades",Herodes meémo ikó oîme'eng te'õ supé i angaîpaba kuapa,"Herodes ome'ẽ va'erã va'ekue chupe ojejuka haguã, oikuaágui hembiapo vaiha."
"Ontem, aos brancos deram combate","Kûesé, karaíba ri i pokoki","Kuehe, umi morotĩ onhorairõ"
Que deve ser ungido de nós ?,Mba'e-mba'epe asé suí i pitubypyra?,¿ Mbaʼépa ojeʼe vaʼerã nhandéve g̃uarã ?
Lancei-o no chão,Aîmombor ybype,Aheja chupe yvýre
Não está dia,Nd'e'i 'ara,Ndaipóri ára
Apenas não me matou,Sa'ĩ xe îukae'ymi,Ha'e ndojapói chehegui
Esse é o que eu flechei?,Akó xe remiybõmbûera?,Ha'e piko upe che ajapo va'ekue?
"Vinde, para comer a criança, engolindo completamente o menino","Peîori pitanga gûabo, kunumĩ mokona mbá","Oĝuahê, ho'u haguã mitã, ho'u haĝua pe mitã"
Frustrei-me,Xe rarûab,Anhenhandu vaieterei
"Ataca-o, Sarauaia!","Esepenhan, Saraûaî!","Epu'ã hese, Sarauaia!"
"Tu te compadeceste deles quando eles estavam doentes, tirando-lhes fogo?","Eresaûsubarype i mba'easyreme, satá-á","¿Renhembyasy vaʼekue hesekuéra hasýrõ guare, ha rehapypa chupekuéra?"
"Ao chegar o dia oitavo , cortaram seu prepúcio","Mokõî oîoirundyk oito 'ara sykeme, i 'apira mondoki","Oguahêvo ára octavo , ojeipe 'i hikuái inhakãme"
Eu tenho olhos esbugalhados,Xe resá-ynhusu,Che resa nhembyasýiva
Mandei fazer palma,Apindó-pûaî,Ajerure ajapo hagua palma
"Ainda que me castigasse, eu falaria",Aûîebé-temo xe nupãû anhe'engĩmo,"Chekastiga ramo jepe, anhe'ẽta"
Vou à roça,Akopîasó,Aháta roga rehe
Que há aqui semelhante a um canindé azul?,Mba'epe ké kanindeoby îasûara?,Mba'épa oĩ ko'ápe ojoguava caninde azul-pe?
Ele tem olhos claros como seu pai,Og uba rupi ahẽ resatingamo,Oguereko hesa porâ itúvaicha.
Filho de quem és tu?,Abá ra'yrape nde?,Mávapa ra'y nde?
"Falaste duramente a alguém, irritando-o, fazendo-o odiar as pessoas?","Erenhe'eng-aparatãpe abá supé, i moroŷrõmo, i moporoamotare'yma?","¿Renheʼẽ vaipa vaʼekue avavépe, renhembyasy chupe, renhehaʼã vaʼekue ndaijaʼéi hese?"
"Das cuias ficando a quebrar as pontas, afrontaste os homens","Kuîa nhẽ i tĩ-ngá-tĩ-ngábo, ereîanga'o abá","Nde py'aguapýpe renhembotuicháva, renheha'ã va'ekue renhembo'e umi kuimba'épe."
Louvo-te muito por me teres salvado,Oromoeté-katu nde xe pysyrõagûera resé,Aguerohoryeterei renhangareko haguére cherehe
Acenaste com a cabeça para alguma mulher?,Ereîe'aîtykype kunhã amõ supé?,¿Ndépa renhotỹ nde akã peteĩ kunhakaraíre?
"Eia, meu aliado!",Ne'ĩ xe atuasar,"¡Eju, che aliado!"
Sus! Ide!,Pene'ĩ pesóbo,"Epu'ã, eho!"
"Não está em conformidade comigo, não é igual a mim",Na xe îáî,"Ndojoguatái chéve, ndojoguatái chéve"
Faze-nos tu viver,Oré moingobé îepé,Eipuru ore rekove
Entreouvi tuas palavras,Asendubaíb nde nhe'enga,Ahendu nde nhe'ẽ
Aplacando a Deus,Tupã moîerekûapa,Javyʼa Nhandejárape
Já saíste da grande escuridão,Eresem ymã putunusu suí,Nde reho va'ekue pytũmbýgui
Apaga o fogo,Emogûeb tatá,Epu'ã pe tata
Fiquei-lhe puxando a cabeça,Aîakangeky-ekyî,Apu'ã che akãre.
Os homens batizados honram este dia,Apŷá-serokypyra kó 'ara oîmoeté,Umi kuimba'e ojevautisava omomba'eguasu ko ára
Por ser coisa que deve ser dividida,Mba'eramo i moîa'okypyra rekóreme,Ha'égui peteî mba'e onhemboja'ova'erâ
Eu sou um jaguaretê comedor de gente!,Xe îagûareteporu!,Che ha'e peteî jaguarete ho'úva tapichápe!
Eu sou gago,Xe nhe'ẽrueru,Che ha'e mba'yrumýi
raramente,amõneme nhõ,sapy'ánte
"lugar de vender carne, açougue",so'o ma'e'ĩndaba,"nhemuha nhemuha, nhemuha"
Crendo na sua ida para o céu,Ybakype i xoagûera rerobîá,Ajeroviáva yvágape ohóvo
Não falto à igreja,N'aîmopanemi tupãoka,Tupão ndohói chehegui
entrando em tua casa,nde rokype oîkébo,oikévo nde rógape
"os tupiniquins, habitantes daqui",tupinakyîa keygûara,"Tupiniquinos, oikóva ko'ápe"
"Entram grandes espinhos, espetando sua cabeça","Oîké îugûasu, i akanga kutuka","Oguahê ka'aguy guasu, ombotýva inhakã"
Quantos são os mandamentos dele à gente?,Mobype a'e asé rekomonhangaba?,Mba'eichapa umi mandamiénto ome'ẽva nhandéve?
Fazendo-me erguer o rosto,Xe moobaybaka,Ha che renohẽ che rova
"Antigamente eu ficava sempre junto de ti, no alto do morro","Akûeîme apytá memẽ nde pyri, ybytyrapûápe","Ymaite guive apyta nde ykére, yvyty yvate gotyo."
"Sempre os malditos para nós dizem maldades, mui perversamente",Memẽ nhẽ moxy îandébo marã e'i-memûã-memûã,"Opa ára umi maldición he'i nhandéve mba'e vai, ivaívaiterei."
Não acato essa sua boa lei,N'aîari kó sekó-angaturama,Che ndajapói nde léi porã
De ti a morte não se aproximou,Nde resé te'õ n'osyki,Ndehegui ndaiporivéima nhemano
Cortei um pedaço,Asykûera aîasy'ab,Aheja peteĩ pehẽngue
casa de barro,nhau'umoka,óga poty rehegua
Enfeitei-me,Anhemongatyrõ,Anhembosako'i
Nós estamos enfileirados,Oré rysy,Ore ronhemboja'o
Eis que este é discípulo de Jesus,Iesus boîá ã ikó,Kóva hína Jesús remimbo'e
Fico-me espreguiçando,Aîepoká-poká,Ha'e che py'a potĩva
"Que bom que existes, ó meu senhor!",Aûîebeté ereîkó xe îar-y gûé!,"Mba'eporãitepa reiko, che ruvicha!"
"Quem não saberia ter comido algo bom, esquecendo-se da excelência de seu sabor?",Abámo mba'e-katu 'uagûera n'oîkuabi xûé sé katûagûera resé o esaraîamo?,"¿Mávapa ndojekuaái okaru hague peteĩ mba'e iporãva, hesaráivo mba'eichaguápa iporãite?"
Eu estou muito empanturrado,Xe rebykatãgûasu,Anhenhandu vaieterei
A respeito dele lembrando-se,Sesé oma'enduaramo,Inhemandu'ávo hese
Fico-o chacoteando,Aîkurá-kurab,Ha'e chembopy'aguapy
"Está muito a propósito, está sem mais nem menos",A'eboé tuî,"Ha'e heta mba'e, ha'e ndaipórive mba'eve"
este outro,kó amoaé,Ko ambue
"marca de espada, sinal de ferimento com espada",itangapẽ-mbora,"nhorairõ nhorairõ, nhorairõ nhorairõ"
alguns santos,amõ amõ santos,umi sánto
Ainda bem que o faz correr consigo!,Iîá muru senonhana!,¡Avy'aite rejapóramo nde rehe!
Bem nesse momento perdoou a Pilatos,A'eîbé Pilatos supé oîerekûabamo,Upérõ oheja rei Pilatope
na parte de dentro da embarcação,ygá-pype,pe mba'yruguata ryepýpe
Eu tenho fôlego comprido,Xe pytu-muku,Che py'aguapy puku
Eu estou rouco,Xe îase'opyoú,Che pytũ hína
"Curou-o, somente tocando sua orelha, imediatamente fazendo-a sarar, colando-a","Oîposanong i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá","Ha'e omonguera chupe, omokõguinte inhe'ẽ, ha upepete omonguera chupe."
"o que é líquido, o que é ralo",tykuba'e,"mba'épa ha'e líquido, mba'épa ha'e ralo"
"A dança é que é boa, enfeitar-se, fumar","Moraseîa é i katu, îegûaka, petymbu","Umi jeroky ningo iporã, onhemomorã, omokanhy"
"fogo do cauim, isto é, com que se coze o cauim",kaûĩ ratá,"ka'i rehegua tata, he'iséva, ka'i onhemongu'éva"
Farto-o,Aytarõ,Che arovy'a chupe
bolsa do abdômen,ambé-aîó,Py'a poty
Fiquei falando em favor dele,Asepy-sepyk,Anhe'ẽ porã hese
Eis que a noite toda ele não dormiu,Pysaré kó i kere'ymi,Ko pyhare pukukue ndopytái
Acreditas no pajé ao fingir assassinar as pessoas?,Ererobîarype paîé porapiti mo'anga'uba?,¿Rejeroviápa pe palávra heʼírõ guare ojukaha umi héntepe?
"Após aquele revirar-se do mundo, então os anjos vêm",A'e 'ara îepubur'iré a'ereme karaibebé ruri,"Upe rire ojevy ko yvy ape ári, upéi ou umi ánhel"
Debalde vou,Aûîebé-te asó,Ha'e ramo ha'eve 'rã
Ver os doentes,Mba'easybora repîaka,Jahecha umi hasývape
O que a seu filho e a seu escravo faz trabalhar,"O a'yra, o embiaûsuba omoporabykyba'e",Mba'épa ojapo nde ra'y ha nde tembiguái
gordura de vaca,tapi'i-kaba,Mba'yrumýi
"de alguma parte, dalgures",kûeîpe suí,"oimehápe, dalgures"
Eu estou sujo,Xe ky'a,Anhenhandu vai
É o que deve ser expulso da igreja,Tupãoka suí i mosemymbyra,Ko'ã mba'e ojeity va'erã tupao ryepýpe.
"sineta de mão, sinozinho manual, campainha",itamaraká-mirĩ,"mbaretépe, mbaretépe, mbaretépe"
Acusando uma mulher para seu marido,Kunhã kuauká i mena supé,Ajerure kunháme iména rehe
Tenho meu modo de ser diferente,Xe rekó-aé arekó,Aguereko che mba'eichaguáva
"Pintaste-te a boca, sorrindo para os homens?","Ereîeîuru-mopiningype, abá supé epukamirĩamo?","Embojegua nde juru, nde pukavýpe kuimba'ekuérape?"
Dizendo que um canto de pássaro ou um urro de onça são agouros,Gûyrá koîpó îagûara nhe'enga supé morangygûana o'îabo,Ha'e he'ívo peteï guyra pu'aka térã peteï ovecha osapukáiva ha'eha nhembyasy
O homem que come objeto de furto ou que o leva para sua casa,Abá mondarõagûera o'uba'e koîpó og okype ogûerasoba'e,kuimba'e ho'úva mba'e ho'úva térã ogueraháva hógape
"Eu tenho bom abrigo, eu estou bem abrigado","Xe 'ang - Eu tenho abrigo, eu estou abrigado Xe 'ãngatu",Aguereko óga porã. Aguereko óga porã.
"Matei-os muito, fiz matança",Aîuká-matutenhẽ,"Ajuka heta, ajuka heta."
Por isso Deus transformou a costela de nosso pai primeiro em sua esposa?,Emonãnamope Tupã îandé rubypy arukanga nhẽ apóû semirekóramo?,Upévare Nhandejára ojapo nhande ru ryke'y ypykue hembireko ramo?
"Foste para revistar as cisternas de água doce de alguém, tomando seu conteúdo?","Eresópe abá îeky-'ye'ẽ supa, i pora rá?","Reho va'ekue renhekuave'ẽ hag̃ua avave y potĩgui, renhemohenda hag̃ua umi mba'e oguerekóva?"
Eu estou adoentado,Xe rekoruînhẽ,Anhenhandu vaieterei
"roçado antigo, onde o mato cresceu de novo",kopûera,"nhembosarái ymaguare, ka'aguy okakuaa jeyhápe"
"Ah, um homem pecador há de ter mais coisas boas que eu!",Abá-angaîpabĩ takó mba'e-katu ogûerekó xe suí mã!,Peteĩ kuimba'e angaipa'ỹva oguereko va'erã hetave mba'e porã chehegui.
Este é o máximo,Kó-tene i îaeté,Kóva ha'e pe tuichavéva
Lanço [à água] a canoa,Aîtyk ygara,Aheja [ype] kano'õ
"Se alguém escondesse os atos passados uma só vez, Deus não perdoaria","Oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, Tupana n'i nhyrõî xómo","Oiméramo peteĩva omomýiva umi mba'e ohasa va'ekue peteĩ jey, Nhandejára ndoperdonamo'ãi"
Aonde ele foi após acabar de comer?,Mamõpe i xóû o mba'e'u-pab'iré?,Moõpa oho okaru rire?
"Que sejamos corajosos, sim, suportando as coisas dolorosas","T'oré pyatã, angá, mba'e-asy porarábo",Nhanhehaʼãkena nhaaguanta umi mbaʼe ijetuʼúva
"Adão, nosso primeiro pai, fez-nos perder verdadeiramente","Adão, oré rubypy, oré mokanhemeté","Adán, nhande ypykue, nhanembotapykue anhetehápe"
água doce,y-eté,y potĩ
Este pajé ruim tem um espírito protetor,Supixûar ikó paîé-angaíba,Ko yvyra vai oguereko peteî espíritu protector
"Tu te agitaste, querendo fazer-nos viver","Nde ereîemosusuni, oré moingobé-potá","Nde renhemongy'a va'ekue, rehupyty haguã nhande rekove"
Qual é o preço delas?,Mba'epe sepyrama?,¿Mba'eichaguápa umi mba'e?
"Iria a gente para o céu ao batizar-se, sem mais?",Osó nhẽmope asé ybakype o nhemongaraibireme?,¿Mbaʼépa jahupytýta jajevautisa jave yvágape?
Minha família fez-me vir,Xe anama xe mbouri,Che rogayguakuéra chegueru
Esse homem e sua esposa também fizeram acabar todas as suas riquezas,Kó abá semirekó abé opá o mba'e mombabi,Ko kuimba'e ha hembireko avei omonguera opaite imba'erepy
Aguço-a,Asapûapin,Anheha'ãta
velha muito maldosa,gûaîbĩ-marã serã-serã,Kunhakarai inhanháva
Vem para ver tua futura terra,Eîori nde retamûama repîaka,Eju ehecha ne retã tenondegua
Vou com ele,Sesé orosó,Ahóta hendive.
Eu sou o diabo esquentador de gente,Xe anhanga moropé,Che hína nhande py'aguapýva demonio
"ilha de mato, CAPÃO",ka'a-pa'ũ,"Isla de Bosque, Capón"
"Estando a destilar coisa quente, coisa muito amarga","Mba'e-akuba, mba'e-robeté tukutuku okûapa","Distilla jave mba'e haku, mba'e vaiete"
Os que estão achegados a ti,Nde resé serosypyra,Umi nde ykére oĩvape
Queimou tua alma o fogo dele,Nde 'anga osapy satá,Nde py'aguapýpe ho'u tata.
Fica com teus suditozinhos junto de nós,Eropytá nde boîá'ĩ orébo,Enhemoĩ nde mitãnguéra ndive orendive
Vinde para pranteá-lo ao entrar ele em vós,Peîori sapirõagûama resé pe pupé seîkéreme,Eju eporandu ichupe oikévo nde pype
"Por isso tão somente nasceu dela, não lhe fazendo rombo","Nd'e'i te'e oá nhote i xuí, nd'i pekábo ruã","Upévare ha'enho henhoiva'ekue chupe, ndojapóiva chupe mba'eve"
"Havemos de ir à dura guerra, cara a cara uns contra os outros?",T'îasó maranatãûãme o îoupé oîobaúpa?,Nhorairova'erã nhorairova'erã ojuehe ojuehe?
O rosto da criança está alegre para eles,Pitanga robá sesãî i xupé,Pe mitã rova ovy'a hesekuéra
Eu estava ainda cansado,Xe pûeraî mbyté,Che apytu'u gueteri
quarto traseiro que se parte de um animal ou de uma pessoa,ugûera,cuarto trasero onhepyrûva peteî mymba térã peteî tapicha
"primeiro filho do homem, primogênito",ta'yrypy,"kuimba'e ra'y ypykue, ypykue"
Arrependendo-se ele de ter batido em ti,Nde resé i pûaragûera moasŷabo,Ha'e onharrepenti onhorairõhaguére nde rehe
Tua alma é o que tem muito preço,Nde 'anga sepy-etéba'e,Nde py'aguapy ha'e pe tuichavéva
"O homem desanima, sem mais, de suas danças também",Omanõaibí abá o poraseîtápe bé,Kuimba'e ndokyhyjéi hembirekógui avei
castrado,sapi'a'okypyra,nhembosarái
Mudo-me,Asem,Che apyta
Salteio,Aporero'ar,Nhembosarái
Quem é o inimigo da gente?,Abápe asé sumarã?,¿Mávapa nhande enemigo?
Eu tenho cálculos renais,Xe typa'am,Aguereko py'aguapy.
"Sob tuas mãos estamos, em ti apoiando-nos","Nde pó gûyrype oroîkó, nde resé oroîekoka","Nde pópe roime, nde rehe roipytyvô"
maltratar a seu próximo,o apixara rerekoaíba,ombotavy hapichápe
"Não dormi, absolutamente, para procurá-los",N'aker-angáî sekasápe,Ndaikatuvéima aheka hag̃ua chupekuéra
"Tu voltas o rosto para trás, olhando com a ponta dos olhos, sorrindo, espreguiçando-te","Nde atybak, nde resá-popybo ema'ẽmo, epukamirĩamo, eîepokábo tenhẽ","Rejuhu nde rova rehe, rejesareko nde resa rembe'ýre, nde pukavýpe, nde rapykuéri"
"Sendo isso assim, o dia todo e a noite toda tu cuidarás de tua alma","Aîpó e'ymeté, ko'arapukuî, pysaré nde maînanĩ nde 'anga resé-ne","Péicha, ára pukukue ha pyhare pukukue renhangarekóta nde alma rehe"
"Ah, que atrevido!",Tekatueté mã!,¡Ajépa ipy'aguasu!
cavidade dela,inhanhã,Ha'e'ỹre
Meu corpo treme,Xe reté-piring,Che rete onhemondýi
Vem para que faças ir de mim a maldade,Eîori t'eremondó xe suí tekoangaîpaba,Reju va'erã rejapo haguã chugui mba'e vai
"Tu foste chocarreira, estando deitada sobre teu próximo?",Nde arũaípe nde rapixara 'arybo eîupa?,¿Ndépa renhenhandu vaiete renhotỹre nde rapichápe?
O que entrou em vossas almas,Pe 'angyme oîkeba'epûera,Mba'e oikova'ekue pende py'apýpe
Ele vos fortalece,A'e pe mopyatã,Haʼe nhanemombarete
Faço-me matar,Aîeîuká-ukar,Ajapóta che rekove
ferida da cabeça,a-pixapaba,Tape ratã
Eu sou rechonchudinho,Xe apebĩ,Che ha'e peteĩ mbyja'i
"Tão logo ao ouvir o teu nome, o diabo está tremendo","Nde rera rendupa abé, Anhanga ryryî okûapa","Ohendúvo nde réra, anha okyhyje"
o que perseguiu o cão de seu próximo,o apixara reîmbaba îagûara remimomosẽgûera,mba'e ohasáva inhangirû jagua
Nada,-Mba'epe aûîeramanhẽ serekopyrama ikó 'ara pupé? -Aani ã biã - Que é o que será conservado para sempre neste mundo?,Ndaipóri mba'eve
Remo,Aygapukuî,Ta'ãnga
Pelo chão também escorreu seu sangue?,Yby rupi bépe sugûy syryki?,Nde ruguy ho'a avei yvýpe?
Não pode a boca de ninguém contar as coisas muito dolorosas no inferno,Nd'e'ikatuî abá îuru Anhanga ratápe tekó-asyeté mombegûabo,Avave nhe'ẽ ndaikatúi omombe'u umi mba'e vaieteva'ekue infiérnope
o que vai buscar água,ypîasoara,¿Mba'e piko ogueru y?
"Em reparação disso, mudaste-te de aldeia","Sepyápe, ereîakasó","Reipytyvõ hag̃ua, reiko táva ambuégui."
Essa fez assim,Emonã ûĩ sekóû,Ha'e ojapo péicha
"Um ou outro, porventura, foi mau alguma vez","Oîepé-ĩombé, nipó, i angaîpab amõme é",Peteîva oiméne ivaíva araka'eve.
Queimo-o,Asapy,Ahapy chupe
Ensina falsamente as pessoas a provarem a palavra de Deus,Oporombo'e-a'u Tupã nhe'enga ra'anga,Haʼe omboʼe vai umi héntepe ohecha hag̃ua Nhandejára Nheʼẽ
Eis que vais Vais,Eresó ûĩ,Ko'ápe reho.
Não querendo que o diabo esteja como seu senhor,Anhanga o îaramo sekó potare'yma,Ndorekóiva pe demónio ha'eháicha nde ruvicha.
lembrando nós,îandé ma'enduaramo,nhanemandu'ávo
Quem ficou ali?,Abápe opytá a'epe?,¿Mávapa opyta upépe?
"Que lancemos fora nossa maldade, não acreditando nos pajés, em danças, rodopios com feitiços","T'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma karaimonhanga ndi","Nhamboja'o nhande mba'e vai, ani haguã jajerovia yvyra, jeroky, nhembosarái."
"É no final da missa que entras sempre, manifestamente consciente?","Missa mondykápe épe ereîké îepi, nde îesûere'yîpe","Ha'e pe misa pahápe reikeva'erã, ojekuaa'ỹre?"
O que tem a bem-aventurança é o que é pobre por sua própria vontade,Tekokatueté rerekoara o emimotarybo é i mba'ee'ymba'e,Ovy'aiteva'ekue ha'e imboriahúva oipotágui.
"Tens compaixão de tua mãe e de teu pai quando eles estão deitados, doentes, sendo responsável por eles?","Eresaûsubápe nde sy nde ruba i mba'easy tume, sesé nde morerekoaramo?","¿Ndépa renhembyasy nde sy ha nde túvare oĩ jave iképe, hasýva, onhangarekóva hesekuéra?"
É certo que o comungante comungue algumas vezes sempre?,"A'eboépe Tupã rasara Tupã rari amõme, îepi?",Anhete piko pe comungante onhemongu'e sapy'ánte opa ára?
Traze água para mim,Erur 'y ixébe,Eguereko chéve y
Lado a lado seus cadáveres ao longo do mar estavam,O îoybyri se'õmbûera paranã ybyri i kûáî,Kuarahyreike morotĩ kuarahyreike gotyo.
Sua mãe não teve dor de parto,I xy n'i membyrasyî,Nde sy ndorekóiva mba'asy.
Vem-me à memória minha vida passada em minha terra,I 'ã i 'ang xe retãme xe rekoagûera ixébo,Che mandu'a che rekove ymaite guive che retãme
Como disse Pilatos aos seus aprisionadores?,Marã e'ipe Pilatos serekoaretá supé?,¿Mbaʼépa heʼi Pilato ijapohárape?
"Sabendo disso, impedirias a transgressão da palavra de Deus","Aîpó kuapamo, ereîmorambûé Tupã nhe'enga abyrambûeramo","Reikuaávo ko'ã mba'e, renhangareko va'erã Nhandejára Nhe'ẽ rehe"
No transcorrer de quatro gerações,Oîoirundyk îeapyká sykápe,Ohasávo irundy generación
