source,reference,translation
Suas palavras ásperas não cessam,I nhe'engasy n'opabi,I nhe'engaîpaba'e n'oîkuî
Estou bem Aûîé aîkó - Estou bem,Aûîé aîub,Aûîé aîaraîó - Aûîé aîaraîó
Muito bem! Hei de ser castelhano,Aûîé nipó! Kasianamo t'aîkó,Aûîeîeté! Aîeîeîeté-katu
"Os chefes velhos falam sempre a eles, repreendendo-os, censurando-os","Morubixaba tuîba'e onhe'eng memẽ i xupé, senonhena, i akakapa","I angaîpaba îepé i xupé i xupé, i moîukábo, i moîukábo"
braço de rio,y-akã,ybybyra
Vem para persegui-lo,Eîori i momosema,Eîori i xupé
"a saída do sol, o nascer do sol",kûarasy sembaba,ybybype
"Acredita, meu padrinho, hão de te apresar hoje","Erobîá, xe rubangab, ta nde moembiá kori","Ereîmombe'u, xe ra'yra, nde moaîuká kori"
Nossas casas estão estabelecidas uma junto da outra,Xe apyri tuî - Ele mora a meu lado O îoapyri oré roka ruî,Îandé retama îandé rekóû
"Fugiram dele, deixando-o","Oîabab i xuí, seîá","Oîepé i xuí, i xuí"
"Após acabar o mundo, fá-los-á voltar a viver","Ara pab'iré, i moingobeîebyri-ne",Yby 'ara pupé i moîeaûîé
Rapamos nesta medida,Nãmo oroapin,T'asó îepé
Trouxe todos,Aru-pab,Aîuká aîuká
ajuntamento de canas-de-flecha,u'ubá-tyba,gûyrá-kyrá
as juntas da cabeça,akanga îepotasaba,yba'e
Sou diferente,Aîkoé,Asó
Confessando a gente,Asé monhemombegûabo,Asé moingóbo
Tu outrora me salvaste,Nde erimba'e xe pysyrõ îepé,Nde îepé ereîuká
Andei sumido,Akanhẽ-kanhem,Aîur
Vou buscar água,A'ypîasó,Asó-potá
minha herança,xe potaba,xe rembiara
É o modo de ser deles?,Sekoaba nhẽpe?,Sekópe i xuí?
Que amemos nosso pai,T'orosaûsu îandé ruba,T'oré ruba îandé ruba
Vou à caça,Ka'abo asó,Asó ka'a
Que ele fique dentro de vós como fica com seu estado de feto no ventre de sua mãe,"O sy rygépe o pitanga reropytá îabé, t'opytá pe pupé",T'oîoîoîetépe pe nhe'engûera resé i nhe'enga rupi oîoîa'yme
Enfim de volta!,Irõ bé!,E'ẽ-te!
"Por que vieste, ó meu muito amado?",Mba'e resépe ereîur xe remiaûsukatu gûi?,Marãpe ereîepé nde îepé xe rekóû?
"Herodes teria entregado este à morte, conhecendo suas maldades",Herodes meémo ikó oîme'eng te'õ supé i angaîpaba kuapa,"Herodes ikó te'õ rerobîara, o angaîpaba pupé o angaîpaba pupé"
"Ontem, aos brancos deram combate","Kûesé, karaíba ri i pokoki","Aûîé, kunumĩgûasu îaîuká"
Que deve ser ungido de nós ?,Mba'e-mba'epe asé suí i pitubypyra?,Mba'epe asé rekóû?
Lancei-o no chão,Aîmombor ybype,Aîmoîa'ok
Não está dia,Nd'e'i 'ara,Nd'e'ikatuî
Apenas não me matou,Sa'ĩ xe îukae'ymi,Nd'e'ikatuî xe resé
Esse é o que eu flechei?,Akó xe remiybõmbûera?,A'e amõ xe mbo'e?
"Vinde, para comer a criança, engolindo completamente o menino","Peîori pitanga gûabo, kunumĩ mokona mbá","Peîori, kunumĩgûasu, kunumĩ pupé, kunumĩ pupé"
Frustrei-me,Xe rarûab,Aîur
"Ataca-o, Sarauaia!","Esepenhan, Saraûaî!","Eîmoaîá, Sarauîa!"
"Tu te compadeceste deles quando eles estavam doentes, tirando-lhes fogo?","Eresaûsubarype i mba'easyreme, satá-á","Nde resépe i xuípe se'õmbûera, i aîuká-potápe?"
"Ao chegar o dia oitavo , cortaram seu prepúcio","Mokõî oîoirundyk oito 'ara sykeme, i 'apira mondoki","Oitavo 'y 'yme'yme 'yme'yme, i 'yme'yme"
Eu tenho olhos esbugalhados,Xe resá-ynhusu,Xe nhe'ẽ-nupã
Mandei fazer palma,Apindó-pûaî,Aîmoîeby-moîeby
"Ainda que me castigasse, eu falaria",Aûîebé-temo xe nupãû anhe'engĩmo,"Xe moaûîé-potá, xe nhe'enga"
Vou à roça,Akopîasó,Asó-mo'ẽ
Que há aqui semelhante a um canindé azul?,Mba'epe ké kanindeoby îasûara?,Mba'epe a'epe kanindé-karaíba pupé?
Ele tem olhos claros como seu pai,Og uba rupi ahẽ resatingamo,I nhe'ẽ-potá-potá-potá
Filho de quem és tu?,Abá ra'yrape nde?,Abápe nde nde?
"Falaste duramente a alguém, irritando-o, fazendo-o odiar as pessoas?","Erenhe'eng-aparatãpe abá supé, i moroŷrõmo, i moporoamotare'yma?","Ereîmombe'u-potápe abá, i moingóbo, i moingóbo?"
"Das cuias ficando a quebrar as pontas, afrontaste os homens","Kuîa nhẽ i tĩ-ngá-tĩ-ngábo, ereîanga'o abá",Kûu'a-pûá-pûá-pûá-pûá
Louvo-te muito por me teres salvado,Oromoeté-katu nde xe pysyrõagûera resé,Teumẽngatu xe resé nde resé
Acenaste com a cabeça para alguma mulher?,Ereîe'aîtykype kunhã amõ supé?,Ereîmombe'ẽpe kunhã resé amõ resé?
"Eia, meu aliado!",Ne'ĩ xe atuasar,"Ene'ĩ, xe îukábo!"
Sus! Ide!,Pene'ĩ pesóbo,Te'ĩ! Eîori!
"Não está em conformidade comigo, não é igual a mim",Na xe îáî,"N'i xó xe resé, n'i xó xe resé"
Faze-nos tu viver,Oré moingobé îepé,Îandé resé nde moingóbo
Entreouvi tuas palavras,Asendubaíb nde nhe'enga,Aîmoîuká nde nhe'enga
Aplacando a Deus,Tupã moîerekûapa,Tupã resé oîmoa'o
Já saíste da grande escuridão,Eresem ymã putunusu suí,Ereîmoîeby amõ te'õmbûera
Apaga o fogo,Emogûeb tatá,Aîmoîa'ok
Fiquei-lhe puxando a cabeça,Aîakangeky-ekyî,Aî'a-'a-'a
Os homens batizados honram este dia,Apŷá-serokypyra kó 'ara oîmoeté,Abá-potare'yma abá 'ara reîa
Por ser coisa que deve ser dividida,Mba'eramo i moîa'okypyra rekóreme,Tekó-potá-potá
Eu sou um jaguaretê comedor de gente!,Xe îagûareteporu!,Xe îagûaraetê abá îuká!
Eu sou gago,Xe nhe'ẽrueru,Xe aîuká
raramente,amõneme nhõ,emonãngatu
"lugar de vender carne, açougue",so'o ma'e'ĩndaba,kagûara
Crendo na sua ida para o céu,Ybakype i xoagûera rerobîá,Ybakype o 'ara pupé i moingóbo
Não falto à igreja,N'aîmopanemi tupãoka,Nd'e'ikatuî Tupãokype
entrando em tua casa,nde rokype oîkébo,nde rekó resé
"os tupiniquins, habitantes daqui",tupinakyîa keygûara,tupiniqui
"Entram grandes espinhos, espetando sua cabeça","Oîké îugûasu, i akanga kutuka","Oîkobé gûyrá gûyrá, i 'oka"
Quantos são os mandamentos dele à gente?,Mobype a'e asé rekomonhangaba?,Mba'e-etépe asé rekóû?
Fazendo-me erguer o rosto,Xe moobaybaka,Xe nhe'enga rupi
"Antigamente eu ficava sempre junto de ti, no alto do morro","Akûeîme apytá memẽ nde pyri, ybytyrapûápe","Aûîé xe rekóû nde rekóû nde rekóû, ybakype"
"Sempre os malditos para nós dizem maldades, mui perversamente",Memẽ nhẽ moxy îandébo marã e'i-memûã-memûã,"Opá muru îandé rekóû muru, te'õneme"
Não acato essa sua boa lei,N'aîari kó sekó-angaturama,N'aîpotari aîpotare'yma
De ti a morte não se aproximou,Nde resé te'õ n'osyki,Nde resé te'õ n'aîpotari
Cortei um pedaço,Asykûera aîasy'ab,Aîaîabybybyk
casa de barro,nhau'umoka,gûyrá-yrá
Enfeitei-me,Anhemongatyrõ,Aîeabyty'a
Nós estamos enfileirados,Oré rysy,Îandé nhe'ẽ
Eis que este é discípulo de Jesus,Iesus boîá ã ikó,Aûîé aé Îesu rekóû
Fico-me espreguiçando,Aîepoká-poká,Xe moaîu-moaî
"Que bom que existes, ó meu senhor!",Aûîebeté ereîkó xe îar-y gûé!,"T'asó nde rekóû, xe îara!"
"Quem não saberia ter comido algo bom, esquecendo-se da excelência de seu sabor?",Abámo mba'e-katu 'uagûera n'oîkuabi xûé sé katûagûera resé o esaraîamo?,Abá-pirá-pirá-pirá se'õ-potara resé?
Eu estou muito empanturrado,Xe rebykatãgûasu,Xe nhe'ẽ-te'ẽ
A respeito dele lembrando-se,Sesé oma'enduaramo,I xupé o emonã resé
Fico-o chacoteando,Aîkurá-kurab,Aîmonhang
"Está muito a propósito, está sem mais nem menos",A'eboé tuî,I angaîpaba'eté
este outro,kó amoaé,a'e-eté
"marca de espada, sinal de ferimento com espada",itangapẽ-mbora,itá-ypy
alguns santos,amõ amõ santos,abá santos
Ainda bem que o faz correr consigo!,Iîá muru senonhana!,Aûîé-katu i xuí sekóû!
Bem nesse momento perdoou a Pilatos,A'eîbé Pilatos supé oîerekûabamo,Aûîé a'e Pilatos suí a'ereme
na parte de dentro da embarcação,ygá-pype,yba'epûera pupé
Eu tenho fôlego comprido,Xe pytu-muku,Xe nhe'ẽ-mo'ẽ
Eu estou rouco,Xe îase'opyoú,Xe aîuká
"Curou-o, somente tocando sua orelha, imediatamente fazendo-a sarar, colando-a","Oîposanong i nambi atõîa nhote, aûnhenhẽ i monga'ẽmo, i moîepotá","Oîoîoîoîoîa, oîoîoîa'yma oîoîoîoa'yma, oîoîoîoîoîoîoîoîoîoîoîoîoîo"
"o que é líquido, o que é ralo",tykuba'e,i 'yba'e
"A dança é que é boa, enfeitar-se, fumar","Moraseîa é i katu, îegûaka, petymbu","Mbegûara i xupé, îuká, îuká"
"fogo do cauim, isto é, com que se coze o cauim",kaûĩ ratá,kaûĩîa
Farto-o,Aytarõ,Aîmoa'ok
bolsa do abdômen,ambé-aîó,abaíba suí
Fiquei falando em favor dele,Asepy-sepyk,Aîmoîeby-moín
Eis que a noite toda ele não dormiu,Pysaré kó i kere'ymi,A'e rekóû ikóû n'oîpotari
Acreditas no pajé ao fingir assassinar as pessoas?,Ererobîarype paîé porapiti mo'anga'uba?,Ereîmombe'upe paîé asé moîepé-potare'yma?
"Após aquele revirar-se do mundo, então os anjos vêm",A'e 'ara îepubur'iré a'ereme karaibebé ruri,"Aîpó 'ara pupé 'ara pupé, a'e îuká îanondé"
Debalde vou,Aûîebé-te asó,Aîmoa'ok gûixóbo
Ver os doentes,Mba'easybora repîaka,Tekó-potare'ym
O que a seu filho e a seu escravo faz trabalhar,"O a'yra, o embiaûsuba omoporabykyba'e",O membyra pupé ogûe'ymba'e resé i moingóû
gordura de vaca,tapi'i-kaba,ybyrá-kyrá
"de alguma parte, dalgures",kûeîpe suí,amõ resé
Eu estou sujo,Xe ky'a,Xe aîuká
É o que deve ser expulso da igreja,Tupãoka suí i mosemymbyra,I tupãoki Tupãoka re'a
"sineta de mão, sinozinho manual, campainha",itamaraká-mirĩ,gûyrá-kyrá
Acusando uma mulher para seu marido,Kunhã kuauká i mena supé,Kunhã o membyra resé o ekó rekóû
Tenho meu modo de ser diferente,Xe rekó-aé arekó,Xe rekó-katu
"Pintaste-te a boca, sorrindo para os homens?","Ereîeîuru-mopiningype, abá supé epukamirĩamo?","Ereîmombype nde pópe, abá resé moîaîukábo?"
Dizendo que um canto de pássaro ou um urro de onça são agouros,Gûyrá koîpó îagûara nhe'enga supé morangygûana o'îabo,Mbegûara pupé koîpó ybyrá koîpó ogûara moîebyrá
O homem que come objeto de furto ou que o leva para sua casa,Abá mondarõagûera o'uba'e koîpó og okype ogûerasoba'e,Abá o îoabá-potare'yma resé o îoabé supé
"Eu tenho bom abrigo, eu estou bem abrigado","Xe 'ang - Eu tenho abrigo, eu estou abrigado Xe 'ãngatu",Xe nhe'ẽngatu
"Matei-os muito, fiz matança",Aîuká-matutenhẽ,"Aîpotar-yté, aîpotar"
Por isso Deus transformou a costela de nosso pai primeiro em sua esposa?,Emonãnamope Tupã îandé rubypy arukanga nhẽ apóû semirekóramo?,Nd'e'i te'e Tupã îandé rubypy suí asé remirekóû?
"Foste para revistar as cisternas de água doce de alguém, tomando seu conteúdo?","Eresópe abá îeky-'ye'ẽ supa, i pora rá?","Ereîmombe'u-etépe abá 'ara pupé, i pora'yma?"
Eu estou adoentado,Xe rekoruînhẽ,Xe nhe'ẽ
"roçado antigo, onde o mato cresceu de novo",kopûera,yby-yby-yby-yby
"Ah, um homem pecador há de ter mais coisas boas que eu!",Abá-angaîpabĩ takó mba'e-katu ogûerekó xe suí mã!,Xe angaîpaba abá rekóû xe rekóû xe rekóû!
Este é o máximo,Kó-tene i îaeté,A'e-katu
Lanço [à água] a canoa,Aîtyk ygara,Aîuby-mo'ẽ
"Se alguém escondesse os atos passados uma só vez, Deus não perdoaria","Oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, Tupana n'i nhyrõî xómo",Abá abá îuká-potá-potá-potá Tupã n'oîmonhangi
Aonde ele foi após acabar de comer?,Mamõpe i xóû o mba'e'u-pab'iré?,Marãpe se'õ-potáûme?
"Que sejamos corajosos, sim, suportando as coisas dolorosas","T'oré pyatã, angá, mba'e-asy porarábo","T'oré îandé moaûîé, kûeîé, abá-potara moaûîé"
"Adão, nosso primeiro pai, fez-nos perder verdadeiramente","Adão, oré rubypy, oré mokanhemeté","Adão, îandé rubypy suí, îandé moaûîé-katu"
água doce,y-eté,itá-ypy
Este pajé ruim tem um espírito protetor,Supixûar ikó paîé-angaíba,Kó paîé-mirĩ rekóû
"Tu te agitaste, querendo fazer-nos viver","Nde ereîemosusuni, oré moingobé-potá","Nde roryrypa, îandé moingóbo"
Qual é o preço delas?,Mba'epe sepyrama?,Mba'e-katupe asé?
"Iria a gente para o céu ao batizar-se, sem mais?",Osó nhẽmope asé ybakype o nhemongaraibireme?,Osópe asé ybakype se'õme'õme'ymamo i xupé?
Minha família fez-me vir,Xe anama xe mbouri,Xe família xe rekóû xe rekóû
Esse homem e sua esposa também fizeram acabar todas as suas riquezas,Kó abá semirekó abé opá o mba'e mombabi,Kó abá o ekó rekóû aîpó o îoesé o îoesé rekóû
Aguço-a,Asapûapin,Aîapyk
velha muito maldosa,gûaîbĩ-marã serã-serã,gûyrá-katu
Vem para ver tua futura terra,Eîori nde retamûama repîaka,Eîori nde rekó retama resé
Vou com ele,Sesé orosó,Asó ipó
Eu sou o diabo esquentador de gente,Xe anhanga moropé,Xe rembiara îuká Anhanga
"ilha de mato, CAPÃO",ka'a-pa'ũ,Îuru-ypy
"Estando a destilar coisa quente, coisa muito amarga","Mba'e-akuba, mba'e-robeté tukutuku okûapa","Yby-potare'yma, yby-potara"
Os que estão achegados a ti,Nde resé serosypyra,Nde resé nde resé
Queimou tua alma o fogo dele,Nde 'anga osapy satá,Nde 'anga t'oîaîuká
Fica com teus suditozinhos junto de nós,Eropytá nde boîá'ĩ orébo,Eîori nde îuká-uká îandébo
Vinde para pranteá-lo ao entrar ele em vós,Peîori sapirõagûama resé pe pupé seîkéreme,Peîori i moîepy'a-potá pe îandébo
"Por isso tão somente nasceu dela, não lhe fazendo rombo","Nd'e'i te'e oá nhote i xuí, nd'i pekábo ruã","Nd'e'i te'e i xuí i xuí, i n'o'o'aî"
"Havemos de ir à dura guerra, cara a cara uns contra os outros?",T'îasó maranatãûãme o îoupé oîobaúpa?,T'îasó-potá-potá-potá-potá?
O rosto da criança está alegre para eles,Pitanga robá sesãî i xupé,Ybyra pupé serã i xupé
Eu estava ainda cansado,Xe pûeraî mbyté,Xe apy'a-py'a
quarto traseiro que se parte de um animal ou de uma pessoa,ugûera,abá resé abá resé o abá resé
"primeiro filho do homem, primogênito",ta'yrypy,abá ra'yra
Arrependendo-se ele de ter batido em ti,Nde resé i pûaragûera moasŷabo,Opá-potá nde resé nde resé
Tua alma é o que tem muito preço,Nde 'anga sepy-etéba'e,Nde 'anga te'õ-katu
"O homem desanima, sem mais, de suas danças também",Omanõaibí abá o poraseîtápe bé,Abá re'õmbûera nd'e'ikatuî abá sekóû
castrado,sapi'a'okypyra,ka'ub-a'ub
Mudo-me,Asem,Aîuká
Salteio,Aporero'ar,Aîurĩ
Quem é o inimigo da gente?,Abápe asé sumarã?,Abá-abápe asé rekóû?
Eu tenho cálculos renais,Xe typa'am,Xe nhe'engaî
"Sob tuas mãos estamos, em ti apoiando-nos","Nde pó gûyrype oroîkó, nde resé oroîekoka","Nde pópe nde pópe nde îabé, nde îabé"
maltratar a seu próximo,o apixara rerekoaíba,i îuká-poxy
"Não dormi, absolutamente, para procurá-los",N'aker-angáî sekasápe,Nd'e'i te'e i xuí i xuí
"Tu voltas o rosto para trás, olhando com a ponta dos olhos, sorrindo, espreguiçando-te","Nde atybak, nde resá-popybo ema'ẽmo, epukamirĩamo, eîepokábo tenhẽ","Nde robá-potá, nde popûá-potá, nde rapîá-potá, nde rapîá-potá"
"Sendo isso assim, o dia todo e a noite toda tu cuidarás de tua alma","Aîpó e'ymeté, ko'arapukuî, pysaré nde maînanĩ nde 'anga resé-ne","Aîpó aîpó, aîpó 'ara, aîpó 'anga nde 'anga nde rekóû"
"Ah, que atrevido!",Tekatueté mã!,"Té, t'aîuká!"
cavidade dela,inhanhã,i nhe'enga
Meu corpo treme,Xe reté-piring,Xe rembiar
Vem para que faças ir de mim a maldade,Eîori t'eremondó xe suí tekoangaîpaba,"Eîori, t'aîuká xe rerobîá suí"
"Tu foste chocarreira, estando deitada sobre teu próximo?",Nde arũaípe nde rapixara 'arybo eîupa?,"Nde kakuîa, nde rapixara pupé nde rapixara resé?"
O que entrou em vossas almas,Pe 'angyme oîkeba'epûera,Pe 'anga pupé oîuba'e
Ele vos fortalece,A'e pe mopyatã,I xuí pe'a
Faço-me matar,Aîeîuká-ukar,Aîmoaîuká
ferida da cabeça,a-pixapaba,ybyrá-tyba
Eu sou rechonchudinho,Xe apebĩ,Xe ranhẽ
"Tão logo ao ouvir o teu nome, o diabo está tremendo","Nde rera rendupa abé, Anhanga ryryî okûapa","Nde rekó nhe'enga nde rename'yma, Anhanga mo'enga"
o que perseguiu o cão de seu próximo,o apixara reîmbaba îagûara remimomosẽgûera,i 'aryba'epûera rerekoara
Nada,-Mba'epe aûîeramanhẽ serekopyrama ikó 'ara pupé? -Aani ã biã - Que é o que será conservado para sempre neste mundo?,Aûîé
Remo,Aygapukuî,Aîmoîar
Pelo chão também escorreu seu sangue?,Yby rupi bépe sugûy syryki?,Ybakype serã i nhe'enga suí?
Não pode a boca de ninguém contar as coisas muito dolorosas no inferno,Nd'e'ikatuî abá îuru Anhanga ratápe tekó-asyeté mombegûabo,Nd'e'ikatuî abá nhe'enga-pûera suí abá-pûera suí
o que vai buscar água,ypîasoara,ybyrá-potá
"Em reparação disso, mudaste-te de aldeia","Sepyápe, ereîakasó","Aîpó oîepépe'a, nde moaîukábo"
Essa fez assim,Emonã ûĩ sekóû,Aîpó aîpó
"Um ou outro, porventura, foi mau alguma vez","Oîepé-ĩombé, nipó, i angaîpab amõme é",Opá amõ aûîeîme'ĩ a'e amõ îabé
Queimo-o,Asapy,Aîuká
Ensina falsamente as pessoas a provarem a palavra de Deus,Oporombo'e-a'u Tupã nhe'enga ra'anga,Oîepé-katu Tupã nhe'enga nhe'enga
Eis que vais Vais,Eresó ûĩ,T'asó îá Vais
Não querendo que o diabo esteja como seu senhor,Anhanga o îaramo sekó potare'yma,Anhanga o îara îara repîaka'upa
lembrando nós,îandé ma'enduaramo,îandé repîaka
Quem ficou ali?,Abápe opytá a'epe?,Abápe abápe?
"Que lancemos fora nossa maldade, não acreditando nos pajés, em danças, rodopios com feitiços","T'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma karaimonhanga ndi","T'îasó îandé rekóû, paîé rerekoagûera resé, kanhemoangaîpaba, rodopy suí"
"É no final da missa que entras sempre, manifestamente consciente?","Missa mondykápe épe ereîké îepi, nde îesûere'yîpe",I pupé missa rekóû nde rorybe'yma nde rorybe'yma?
O que tem a bem-aventurança é o que é pobre por sua própria vontade,Tekokatueté rerekoara o emimotarybo é i mba'ee'ymba'e,O angaîpaba'e rerekoara rekóû i moangaîpaba'e
"Tens compaixão de tua mãe e de teu pai quando eles estão deitados, doentes, sendo responsável por eles?","Eresaûsubápe nde sy nde ruba i mba'easy tume, sesé nde morerekoaramo?","Nde rapixara nde remirekó resé nde ruba rupi i xupé i xupé i xupé i xupé i xupé, i xupé, i xupé i xupé?"
É certo que o comungante comungue algumas vezes sempre?,"A'eboépe Tupã rasara Tupã rari amõme, îepi?",I angaîpabeté serã aûîme'enga amõ aé rekóû?
Traze água para mim,Erur 'y ixébe,Oîoîoîoîá xe resé
Lado a lado seus cadáveres ao longo do mar estavam,O îoybyri se'õmbûera paranã ybyri i kûáî,Ybype se'õmbûera rekóû ikó ybype a'ereme rekóû
Sua mãe não teve dor de parto,I xy n'i membyrasyî,O membyra n'oîpotari
Vem-me à memória minha vida passada em minha terra,I 'ã i 'ang xe retãme xe rekoagûera ixébo,Eîori xe re'õ rekó ybype xe 'ara pupé
Como disse Pilatos aos seus aprisionadores?,Marã e'ipe Pilatos serekoaretá supé?,Marãpe Pilatos o boîá-potare'yma resé?
"Sabendo disso, impedirias a transgressão da palavra de Deus","Aîpó kuapamo, ereîmorambûé Tupã nhe'enga abyrambûeramo","Aîpó nhe'enga, Tupã nhe'enga nhe'enga nhe'enga"
No transcorrer de quatro gerações,Oîoirundyk îeapyká sykápe,Opaîpaba pupé te'õ pupé
"Oxalá agora alguma pessoa, habitante do fogo do inferno, levantasse aqui na nossa multidão","Temone ko'yr Anhanga ratá pora, abá amõ opu'ama iké îandé re'yîpemo","Oîkobé bé amõ abá, ybakype 'ara ratá pupé, îandé remirekó pupé"
"De manhã, cuidando de sua comida",Ko'ẽme gûemi'urama resé onhemosaînana,"A'ereme, i mombe'yma rekóû"
Que o mates para mim diante do pajé ruim,T'ereîuká ixébe paîé-aíba supé,T'oîaûîé xe rekóû paîé rekóû
sangradouro de rio,y-mombukaba,ybyrá-yrá
"O que bebe somente na medida, que acontece?","Oîá nhote kagûarape, marã?","Mba'e-eté re'yma, marã?"
licor de mangaba,mangaby,mangaba pupé
"E, pois, como há isto de ser?",marã-te-p'iã-ne?,A'e-te bépe sekóû?
"por dois meses [lit, duas luas]",mokõî îasy,mosapy suí
Hei de mexer hoje as igaçabas,T'aîpobu kori ygasaba,T'asó kori îagûasaba
Mas acreditais realmente em Deus?,Perobîar-y-tepe aé Tupã?,Marãpe erimba'e Tupã suí é?
Folgo muito em ouvi-lo,Asendu-potakatu,Aîepé-katu-katu
"o que fia , fiandeira",pobandara,kûara
Como disse Nosso Senhor para o que esbofeteou seu rosto?,Marã e'ipe Îandé Îara og obá petekarûera supé?,Marãpe Îandé Îara rerekóû i 'anga supé i 'anga supé?
"Nossa comida, a que é de cada dia, dá hoje para nós",Oré remi'u 'ara îabi'õndûara eîme'eng kori orébe,"Îandé rekóû, 'ara îara rekóû, îandé îandé rekóû"
o que foi pão,miapepûera,i 'yba'e
Todos vieram?,Opápe turi?,Opá serã?
"A seu próprio pedido, na cruz o pregaram","Cruz resé i moîari, i îeruresabo é",O îoesé rerekóû krusá i xupé i mombegûabo
coisa mirrada ou muito seca,tining-atã,itá-eté
Quem desobedece àquele?,Abápe aîpoba'e oîmomaran?,Abápe a'epe aîpó?
"Ergueu-se com as feridas de suas mãos, de seus pés e de seu flanco?","O pó, o py, o yké kutukagûera bépe erimba'e ogûeropu'am?","O pópe o pópe o pópe, o pópe o pópe o pópe?"
Desvirginaste alguma menina?,Ereîmombukype kunhataĩ amõ?,Ereîmoeîukápe kunumĩ amõ?
Veio um grande chefe,Oú tubixá-katu,Aîepé aîpó
tão logo indo ele,osóbo bé,a'epe i xupé
Machuco-lhe a cabeça,Aî'apirungá,Aîa'ok
"Que lancemos fora nossa maldade, não acreditando nos pajés, em danças e rodopios","T'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma","T'îasó îandé rekóû, paîé rerekoagûera resé, kunhãngatu nhẽ"
Ali também estando os que guardaram sua alma em sua virtude,A'epe bé ogûekokatu pupé o 'anga nongatusarûera oína,Kó bé i 'anga 'anga o 'anga rekopûera rekóû
Para onde a multidão numerosíssima levou Nosso Senhor?,Mamõpe erimba'e te'yî-katupabẽ Îandé Îara rerasóû?,Marã-marã-marã-marã-marãpe Îandé Îara rekóû?
Detestando-os mais que tudo o que se deve detestar neste mundo,Seroŷrõmo opakatu ikó 'ara pupé seroŷrõmbyra sosé,I 'ara pupé i mombe'enga pupé ikó 'ara pupé
"jorro d'água, ITORORÓ, bica d'água",y-tororoma,gûyrá-mirĩ
"Cura-se algumas vezes, segundo os desígnios de Deus para a gente","Opûerab amõnyme, Tupã asé rerekokuapaba rupi é",Oîoapyká-potá Tupã rerobîaramo oîoapyká
Aqueles serão consolados,A'eba'e i moapysykypyramo sekóûne,Aîpó i îuká
Eu fedo,Xe ryapûanusu,Xe aîuká
Eu estava pendente,Xe apy'am,Xe nhe'engaî
Acalmei-me,Aîukatu,Aîapyk
A gente vê aquela coisa branca e sua redondeza também,"- Akó morotinga, i amandaba bé asé osepîak",Opá-potá abá 'é-potá i abé-potá
"Com eles não se misturando, não querendo, igualmente, seu modo de ser","Sesé onhemonane'yma, oîabé sekó potare'yma","O îoesé-potare'yma, o îoesé-potare'yma"
"Pranteai logo vossa miséria, estai a vos lastimar","Taûîé pe poreaûsubagûama rapirõmo, peîemoangekoaíb peína",Aîpotar-eté ereîepé nde moaîuká
Vôo como este vento,Abebé kó ybytu îá,Asó îuká 'ara îandé
calos já duros,mbyru'apûera,îuká-uká
Eu estou molhado,Xe akym,Xe nhe'ẽ
Piorei muito de meu grande mal,Aîerekoaibeté xe angaîpá-katu suí,Aîmoeté-katu xe angaîpaba
"Vela bem por mim, mandando que não me façam cair","Ema'enãngatu xe ri, xe mbo'are'ym-uká","Te'õngatu xe resé, xe rerekó-potare'ymamo"
Eu enviuvei,Xe mene'õ,Xe aîuká
pequeno como isto,nãmo-nhõta'ub,ikó-eté
Abortei meu filho,Xe membyrakyrar,Aîmoaîar xe ra'yra
Hei de ir para cumprir essas palavras,T'asó aîpó nhe'enga mopó,T'asó aîpó nhe'enga rupi
Não se hão de esvanecer nem um pouco minhas palavras acerca daqueles futuros fatos,N'i rambûé-mirĩî xûé aîpó tekorama resé xe nhe'engane,Nd'e'i te'e oîeby-potá-potá xe nhe'enga rupi
"Tu me alegras muito, narrando assim os fatos","Xe moory-katu îepé, inã tekó mombegûabo",Xe moaûîé-katu xe moaûîé-katu
Mas os guardiães da gente são os anjos?,Asé rarõanamo-tepe karaibebé rekóû?,Mba'e-eté-eté-eté-eté-eté?
Ali ficai enquanto eu não vos informar acerca de vossa futura volta,Ebapó ta peîkó pe îebyragûama resé ixé nde momorandube'yma pukuî,Aîpotá pe îepé pe remimotare'yma resé erimba'e
resto do tronco de árvore que fica na terra após o seu corte,ypypûera,ybyrá ybyrá 'yba'e 'yba'e 'yba'e 'yba'e
São muitas as grandes igaçabas,Setá nhẽ ygasabusu,Iîasaba-katu
Eu retomei o bom senso,Xe tekokuabar,Xe nhe'ẽ-mo'ẽ
A gente se batiza muitas vezes?,Setápe asé nhemongaraíbi?,Opá-potápe asé supépe?
Eu sou muito longevo,Xe rekosûé-katu,Xe farixûer
Hei de cobrir-te,T'oropyk,T'asó nde resé
"Por isso mesmo, tendo saudades um do outro, ficam tristes","Nd'e'i te'e oîoepîaka'upa, o karukasyramo","Nd'e'i te'e erimba'e o îuká-potá, te'õ-potá"
Faço que não o vejo,N'asepîake'ym-a'ubi,N'aîpotari
Eu sou muito manhoso em palavras,Xe nhe'ẽpokarugûá-katu,Xe nhe'enga nhe'enga
Mas livra-nos tu das coisas más,Oré pysyrõ-te îepé mba'e-aíba suí,Emonã-te îandébo marã îandébo
Então matarei alguns,A'ereme amõ aîukáne,Nd'e'i te'e aîuká
"Eu estou chagado, eu tenho muitas chagas",Xe îá-xe îaó,Xe robá
